election_year,pc_name,pc_no,type_category,state,winning_candidate,party,electors,votes,turnout,margin,margin_percent
2014,Mysore,21,GEN,Karnataka,Prathap Simha,Bharatiya Janta Party,1723134,1159594,0.673,31608,0.027
2014,Nabarangpur,12,ST,Orissa,Balabhadra Majhi,Biju Janata Dal,1297210,1022172,0.788,2042,0.002
2014,Nagaland,1,ST,Nagaland,Neiphiu Rio,Naga Peoples Front,1182948,1038910,0.878,400225,0.385
2014,Nagapattinam,29,SC,Tamil Nadu,Gopal. Dr. K,All India Anna Dravida Munnetra Kazhagam,1210626,942202,0.778,106079,0.113
2014,Nagarkurnool,12,SC,Telangana,Yellaiah Nandi,Indian National Congress,1477338,1108968,0.751,16676,0.015
2014,Nagaur,14,GEN,Rajasthan,C R Choudhary,Bharatiya Janta Party,1678662,1004019,0.598,75218,0.075
2014,Nagina,5,SC,Uttar Pradesh [2000 Onwards],Yashwant Singh,Bharatiya Janta Party,1493411,942196,0.631,92390,0.098
2014,Nagpur,10,GEN,Maharashtra,Gadkari Nitin Jairam,Bharatiya Janta Party,1900787,1085058,0.571,284828,0.263
2014,Nainital-Udhamsingh Nagar,4,GEN,Uttarakhand,Bhagat Singh Koshyari,Bharatiya Janta Party,1610810,1101435,0.684,284717,0.258
2014,Nalanda,29,GEN,Bihar [2000 Onwards],Kaushlendra Kumar,Janata Dal (United),1951967,921761,0.472,9627,0.01
2014,Nalgonda,13,GEN,Telangana,Gutha Sukhender Reddy,Indian National Congress,1495580,1189399,0.795,193156,0.162
2014,Namakkal,16,GEN,Tamil Nadu,Sundaram P.R,All India Anna Dravida Munnetra Kazhagam,1329552,1058755,0.796,294374,0.278
2014,Nanded,16,GEN,Maharashtra,Ashok Shankarrao Chavan,Indian National Congress,1687057,1013350,0.601,81455,0.08
2014,Nandurbar,1,ST,Maharashtra,Dr.Gavit Heena Vaijaykumar,Bharatiya Janta Party,1672715,1116676,0.668,106905,0.096
2014,Nandyal,34,GEN,Andhra Pradesh [2014 Onwards],S.P.Y Reddy,Yuvajana Sramika Rythu Congress Party,1577128,1204956,0.764,105766,0.088
2014,Narasaraopet,31,GEN,Andhra Pradesh [2014 Onwards],Sambasiva Rao Rayapati,Telugu Desam,1514861,1282058,0.846,35280,0.028
2014,Narsapuram,26,GEN,Andhra Pradesh [2014 Onwards],Gokaraju Ganga Raju,Bharatiya Janta Party,1325143,1088951,0.822,85351,0.078
2014,Nashik,21,GEN,Maharashtra,Godse Hemant Tukaram,Shiv Sena,1593237,937405,0.588,187336,0.2
2014,Navsari,25,GEN,Gujarat,C. R. Patil,Bharatiya Janta Party,1764622,1160747,0.658,558116,0.481
2014,Nawada,39,GEN,Bihar [2000 Onwards],Giriraj Singh,Bharatiya Janta Party,1675789,884441,0.528,140157,0.158
2014,Nellore,39,GEN,Andhra Pradesh [2014 Onwards],Mekapati Rajamohan Reddy,Yuvajana Sramika Rythu Congress Party,1606140,1187648,0.739,13478,0.011
2014,New Delhi,4,GEN,Delhi [1977 Onwards],Meenakashi Lekhi,Bharatiya Janta Party,1490147,969812,0.651,162708,0.168
2014,Nilgiris,19,SC,Tamil Nadu,"Gopalakrishnan, C.",All India Anna Dravida Munnetra Kazhagam,1269163,933076,0.735,104940,0.112
2014,Nizamabad,4,GEN,Telangana,Kalvakuntla Kavitha,Telangana Rashtra Samithi,1496193,1033924,0.691,167184,0.162
2014,North East Delhi,2,GEN,Delhi [1977 Onwards],Manoj Tiwari,Bharatiya Janta Party,1957707,1317338,0.673,144084,0.109
2014,North Goa,1,GEN,Goa,Shripad Yesso Naik,Bharatiya Janta Party,515441,406631,0.789,105599,0.26
2014,North West Delhi,5,SC,Delhi [1977 Onwards],Udit Raj,Bharatiya Janta Party,2194425,1356036,0.618,106802,0.079
2014,Nowgong,10,GEN,Assam,Rajen Gohain,Bharatiya Janta Party,1523881,1230074,0.807,143559,0.117
2014,Ongole,33,GEN,Andhra Pradesh [2014 Onwards],Y.V.Subba Reddy,Yuvajana Sramika Rythu Congress Party,1470483,1208225,0.822,15658,0.013
2014,Osmanabad,40,GEN,Maharashtra,Gaikwad Ravindra Vishwanath,Shiv Sena,1726793,1118151,0.648,234325,0.21
2014,Outer Manipur,2,ST,Manipur,Thangso Baite,Indian National Congress,918966,771766,0.84,15637,0.02
2014,Palakkad,8,GEN,Kerala,M B Rajesh,Communist Party Of India (MARXIST),1208758,910322,0.753,105300,0.116
2014,Palamau,13,SC,Jharkhand,Vishnu Dayal Ram,Bharatiya Janta Party,1645957,977323,0.594,263942,0.27
2014,Palghar,22,ST,Maharashtra,Adv. Chintaman Navasha Wanga,Bharatiya Janta Party,1578077,992618,0.629,239520,0.241
2014,Pali,15,GEN,Rajasthan,P P Choudhary,Bharatiya Janta Party,1893030,1095587,0.579,399039,0.364
2014,Panchmahal,18,GEN,Gujarat,Chauhan Prabhatsinh Pratapsinh,Bharatiya Janta Party,1576667,933461,0.592,170596,0.183
2014,Parbhani,17,GEN,Maharashtra,Jadhav Sanjay (BANDU) HARIBHAU,Shiv Sena,1803792,1162233,0.644,127155,0.109
2014,Paschim Champaran,2,GEN,Bihar [2000 Onwards],Dr. Sanjay Jaiswal,Bharatiya Janta Party,1413073,854800,0.605,110254,0.129
2014,Pataliputra,31,GEN,Bihar [2000 Onwards],Ram Kripal Yadav,Bharatiya Janta Party,1736074,978649,0.564,40322,0.041
2014,Patan,3,GEN,Gujarat,Liladharbhai Khodaji Vaghela,Bharatiya Janta Party,1628641,955799,0.587,138719,0.145
2014,Pathanamthitta,17,GEN,Kerala,Anto Antony,Indian National Congress,1323906,869452,0.657,56191,0.065
2014,Patiala,13,GEN,Punjab,Dr. Dharam Vira Gandhi,Aam Aadmi Party,1580273,1120933,0.709,20942,0.019
2014,Patna Sahib,30,GEN,Bihar [2000 Onwards],Shatrughana Sinha,Bharatiya Janta Party,1946249,882262,0.453,265805,0.301
2014,Peddapalli,2,SC,Telangana,Balka Suman,Telangana Rashtra Samithi,1425361,1022184,0.717,291158,0.285
2014,Perambalur,25,GEN,Tamil Nadu,"Marutharajaa, R.P.",All India Anna Dravida Munnetra Kazhagam,1285434,1030826,0.802,213048,0.207
2014,Phulpur,51,GEN,Uttar Pradesh [2000 Onwards],Keshav Prasad Maurya,Bharatiya Janta Party,1913274,960341,0.502,308308,0.321
2014,Pilibhit,26,GEN,Uttar Pradesh [2000 Onwards],Maneka Sanjay Gandhi,Bharatiya Janta Party,1671151,1050547,0.629,307052,0.292
2014,Pollachi,21,GEN,Tamil Nadu,Mahendran.C,All India Anna Dravida Munnetra Kazhagam,1381505,1012667,0.733,140974,0.139
2014,Pondicherry,1,GEN,Pondicherry,R. Radhakrishnan,All India N.R. Congress,901357,740017,0.821,60854,0.082
2014,Ponnani,7,GEN,Kerala,E. T. Mohammed Basheer,Indian Union Muslim League,1180789,871592,0.738,25410,0.029
2014,Porbandar,11,GEN,Gujarat,Radadiya Vithalbhai Hansrajbhai,Bharatiya Janta Party,1539223,809433,0.526,267971,0.331
2014,Pratapgarh,39,GEN,Uttar Pradesh [2000 Onwards],Kuwar Harivansh Singh,Apna Dal,1716625,894456,0.521,168222,0.188
2014,Pune,34,GEN,Maharashtra,Anil Shirole,Bharatiya Janta Party,1835836,993274,0.541,315769,0.318
2014,Puri,17,GEN,Orissa,Pinaki Misra,Biju Janata Dal,1404581,1039389,0.74,263361,0.253
2014,Purnia,12,GEN,Bihar [2000 Onwards],Santosh Kumar,Janata Dal (United),1582967,1017732,0.643,116669,0.115
2014,Purulia,35,GEN,West Bengal,Dr. Mriganka Mahato,All India Trinamool Congress,1471933,1204675,0.818,153877,0.128
2014,Purvi Champaran,3,GEN,Bihar [2000 Onwards],Radha Mohan Singh,Bharatiya Janta Party,1452963,822671,0.566,192163,0.234
2014,Rae Bareli,36,GEN,Uttar Pradesh [2000 Onwards],Sonia Gandhi,Indian National Congress,1594954,825136,0.517,352713,0.427
2014,Raichur,6,ST,Karnataka,B.V.Nayak,Indian National Congress,1661606,968889,0.583,1499,0.002
2014,Raigad,32,GEN,Maharashtra,Anant Geete,Shiv Sena,1532781,987766,0.644,2110,0.002
2014,Raiganj,5,GEN,West Bengal,Md. Salim,Communist Party Of India (MARXIST),1387526,1108193,0.799,1634,0.001
2014,Raigarh,2,ST,Chhattisgarh,Vishnu Deo Sai,Bharatiya Janta Party,1605824,1246186,0.776,216750,0.174
2014,Raipur,8,GEN,Chhattisgarh,Ramesh Bais,Bharatiya Janta Party,1904230,1250845,0.657,171646,0.137
2014,Rajahmundry,25,GEN,Andhra Pradesh [2014 Onwards],Murali Mohan Maganti,Telugu Desam,1421288,1154381,0.812,167434,0.145
2014,Rajampet,41,GEN,Andhra Pradesh [2014 Onwards],P.V.Midhun Reddy,Yuvajana Sramika Rythu Congress Party,1487498,1158317,0.779,174762,0.151
2014,Rajgarh,20,GEN,Madhya Pradesh [2000 Onwards],Rodmal Nagar,Bharatiya Janta Party,1578748,1010724,0.64,228737,0.226
2014,Rajkot,10,GEN,Gujarat,Kundariya Mohanbhai Kalyanjibhai,Bharatiya Janta Party,1655717,1057069,0.638,246428,0.233
2014,Rajmahal,1,ST,Jharkhand,Vijay Kumar Hansdak,Jharkhand Mukti Morcha,1353172,951563,0.703,41337,0.043
2014,Rajnandgaon,6,GEN,Chhattisgarh,Abhishek Singh,Bharatiya Janta Party,1588095,1178296,0.742,235911,0.2
2014,Rajsamand,22,GEN,Rajasthan,Hariom Singh Rathore,Bharatiya Janta Party,1699401,982119,0.578,395705,0.403
2014,Ramanathapuram,35,GEN,Tamil Nadu,Anwhar Raajhaa.A,All India Anna Dravida Munnetra Kazhagam,1455891,1001048,0.688,119324,0.119
2014,Rampur,7,GEN,Uttar Pradesh [2000 Onwards],Dr. Nepal Singh,Bharatiya Janta Party,1616984,956389,0.592,23435,0.025
2014,Ramtek,9,SC,Maharashtra,Krupal Balaji Tumane,Shiv Sena,1677245,1050316,0.626,175791,0.167
2014,Ranaghat,13,SC,West Bengal,Tapas Mandal,All India Trinamool Congress,1602849,1353196,0.844,201767,0.149
2014,Ranchi,8,GEN,Jharkhand,Ram Tahal Choudhary,Bharatiya Janta Party,1648464,1049783,0.637,199303,0.19
2014,Ratlam,24,ST,Madhya Pradesh [2000 Onwards],Dileepsingh Bhuria,Bharatiya Janta Party,1702648,1082681,0.636,108447,0.1
2014,Ratnagiri - Sindhudurg,46,GEN,Maharashtra,Vinayak Bhaurao Raut,Shiv Sena,1367361,896256,0.656,150051,0.167
2014,Raver,4,GEN,Maharashtra,Khadase Raksha Nikhil,Bharatiya Janta Party,1593370,1009213,0.633,318068,0.315
2014,Rewa,10,GEN,Madhya Pradesh [2000 Onwards],Janardan Mishra,Bharatiya Janta Party,1544719,830002,0.537,168726,0.203
2014,Robertsganj,80,SC,Uttar Pradesh [2000 Onwards],Chhotelal,Bharatiya Janta Party,1639561,885873,0.54,190486,0.215
2014,Rohtak,7,GEN,Haryana,Deepender Singh Hooda,Indian National Congress,1567504,1044331,0.666,170627,0.163
2014,Sabarkantha,5,GEN,Gujarat,Rathod Dipsinh Shankarsinh,Bharatiya Janta Party,1615840,1094002,0.677,84455,0.077
2014,Sagar,5,GEN,Madhya Pradesh [2000 Onwards],Laxmi Narayan Yadav,Bharatiya Janta Party,1520184,891929,0.587,120737,0.135
2014,Saharanpur,1,GEN,Uttar Pradesh [2000 Onwards],Raghav Lakhanpal,Bharatiya Janta Party,1608833,1194308,0.742,65090,0.055
2014,Salem,15,GEN,Tamil Nadu,Pannerselvam.V,All India Anna Dravida Munnetra Kazhagam,1498350,1150296,0.768,267610,0.233
2014,Salempur,71,GEN,Uttar Pradesh [2000 Onwards],Ravindra Kushawaha,Bharatiya Janta Party,1661737,854749,0.514,232342,0.272
2014,Samastipur,23,SC,Bihar [2000 Onwards],Ram Chandra Paswan,Lok Jan Shakti Party,1503005,863199,0.574,6872,0.008
2014,Sambalpur,3,GEN,Orissa,Nagendra Kumar Pradhan,Biju Janata Dal,1297098,984309,0.759,30576,0.031
2014,Sambhal,8,GEN,Uttar Pradesh [2000 Onwards],Satyapal Singh,Bharatiya Janta Party,1693245,1057002,0.624,5174,0.005
2014,Sangli,44,GEN,Maharashtra,Sanjaykaka Patil,Bharatiya Janta Party,1649107,1046659,0.635,239292,0.229
2014,Sangrur,12,GEN,Punjab,Bhagwant Mann,Aam Aadmi Party,1424743,1099467,0.772,211721,0.193
2014,Sant Kabir Nagar,62,GEN,Uttar Pradesh [2000 Onwards],Sharad Tripathi,Bharatiya Janta Party,1904327,1011649,0.531,97978,0.097
2014,Saran,20,GEN,Bihar [2000 Onwards],Rajiv Pratap Rudy,Bharatiya Janta Party,1538744,863254,0.561,40948,0.047
2014,Sarguja,1,ST,Chhattisgarh,Kamalbhan Singh Marabi,Bharatiya Janta Party,1523072,1187321,0.78,147236,0.124
2014,Sasaram,34,SC,Bihar [2000 Onwards],Chhedi Paswan,Bharatiya Janta Party,1607747,846788,0.527,63327,0.075
2014,Satara,45,GEN,Maharashtra,Shrimant Chh. Udayanraje Pratapsinha Bhonsale,Nationalist Congress Party,1719998,976681,0.568,366594,0.375
2014,Satna,9,GEN,Madhya Pradesh [2000 Onwards],Ganesh Singh,Bharatiya Janta Party,1458084,913444,0.627,8688,0.01
2014,Secundrabad,8,GEN,Telangana,Bandaru Dattatreya,Bharatiya Janta Party,1893647,1003769,0.53,254735,0.254
2014,Shahdol,12,ST,Madhya Pradesh [2000 Onwards],Dalpat Singh Paraste,Bharatiya Janta Party,1561321,968518,0.62,241301,0.249
2014,Shahjahanpur,27,SC,Uttar Pradesh [2000 Onwards],Krishna Raj,Bharatiya Janta Party,1979294,1129841,0.571,235529,0.208
2014,Sheohar,4,GEN,Bihar [2000 Onwards],Rama Devi,Bharatiya Janta Party,1489724,842894,0.566,136239,0.162
2014,Shillong,1,ST,Meghalaya,Vincent H. Pala,Indian National Congress,980740,619987,0.632,40379,0.065
2014,Shimla,4,SC,Himachal Pradesh,Virender Kashyap,Bharatiya Janta Party,1153363,737757,0.64,84187,0.114
2014,Shimoga,14,GEN,Karnataka,B. S. Yeddyurappa,Bharatiya Janta Party,1562241,1129008,0.723,363305,0.322
2014,Shirdi,38,SC,Maharashtra,Lokhande Sadashiv Kisan,Shiv Sena,1459712,932645,0.639,199922,0.214
2014,Shirur,36,GEN,Maharashtra,Adhalrao Shivaji Dattatrey,Shiv Sena,1824112,1089506,0.597,301814,0.277
2014,Shrawasti,58,GEN,Uttar Pradesh [2000 Onwards],Daddan Mishra,Bharatiya Janta Party,1788080,979638,0.548,85913,0.088
2014,Sidhi,11,GEN,Madhya Pradesh [2000 Onwards],Riti Pathak,Bharatiya Janta Party,1736050,989396,0.57,108046,0.109
2014,Sikar,5,GEN,Rajasthan,Sumedhanand Saraswati,Bharatiya Janta Party,1770424,1065750,0.602,239196,0.224
2014,Sikkim,1,GEN,Sikkim,Prem Das Rai,Sikkim Democratic Front,370611,308967,0.834,41742,0.135
2014,Silchar,2,GEN,Assam,Sushmita Dev,Indian National Congress,1060175,799830,0.754,35241,0.044
2014,Singhbhum,10,ST,Jharkhand,Laxman Giluwa,Bharatiya Janta Party,1152570,795286,0.69,87524,0.11
2014,Sirsa,3,SC,Haryana,Charanjeet Singh Rori,Indian National Lok Dal,1660557,1279105,0.77,115736,0.09
2014,Sitamarhi,5,GEN,Bihar [2000 Onwards],Ram Kumar Sharma,Rashtriya Lok Samta Party,1574914,900588,0.572,147965,0.164
2014,Sitapur,30,GEN,Uttar Pradesh [2000 Onwards],Rajesh Verma,Bharatiya Janta Party,1550263,1026972,0.663,51027,0.05
2014,Sivaganga,31,GEN,Tamil Nadu,Senthilnathan Pr,All India Anna Dravida Munnetra Kazhagam,1412373,1027036,0.727,229385,0.223
2014,Siwan,18,GEN,Bihar [2000 Onwards],Om Prakash Yadav,Bharatiya Janta Party,1563860,884021,0.565,113847,0.129
2014,Solapur,42,SC,Maharashtra,Sharad Bansode,Bharatiya Janta Party,1702755,951201,0.559,149674,0.157
2014,Sonipat,6,GEN,Haryana,Ramesh Chander,Bharatiya Janta Party,1417188,985637,0.696,77414,0.079
2014,South Delhi,7,GEN,Delhi [1977 Onwards],Ramesh Bidhuri,Bharatiya Janta Party,1752741,1102410,0.629,107000,0.097
2014,South Goa,2,GEN,Goa,Adv. Narendra Keshav Sawaikar,Bharatiya Janta Party,545336,410369,0.753,32330,0.079
2014,Srerampur,27,GEN,West Bengal,Kalyan Banerjee,All India Trinamool Congress,1624038,1290433,0.795,152526,0.118
2014,Srikakulam,19,GEN,Andhra Pradesh [2014 Onwards],Rammohan Naidu Kinjarapu,Telugu Desam,1413989,1051446,0.744,127572,0.121
2014,Srinagar,2,GEN,Jammu & Kashmir,Tariq Hameed Karra,Jammu & Kashmir Peoples Democratic Party,1205233,312212,0.259,42280,0.135
2014,Sriperumbudur,5,GEN,Tamil Nadu,"Ramachandran, K.N. Thiru",All India Anna Dravida Munnetra Kazhagam,1946503,1286647,0.661,102646,0.08
2014,Sultanpur,38,GEN,Uttar Pradesh [2000 Onwards],Feroze Varun Gandhi,Bharatiya Janta Party,1703698,964981,0.566,178902,0.185
2014,Sundargarh,2,ST,Orissa,Jual @ Juel Oram,Bharatiya Janta Party,1410532,1010711,0.717,18829,0.019
2014,Supaul,8,GEN,Bihar [2000 Onwards],Ranjeet Ranjan,Indian National Congress,1525592,970528,0.636,59672,0.061
2014,Surat,24,GEN,Gujarat,Darshana Vikram Jardosh,Bharatiya Janta Party,1484068,947922,0.639,533190,0.562
2014,Surendranagar,9,GEN,Gujarat,Fatepara Devajibhai Govindbhai,Bharatiya Janta Party,1656657,944677,0.57,202907,0.215
2014,Tamluk,30,GEN,West Bengal,Adhikari Suvendu,All India Trinamool Congress,1527273,1337684,0.876,246481,0.184
2014,Tehri Garhwal,1,GEN,Uttarakhand,Mala Rajya Laxmi Shah,Bharatiya Janta Party,1352845,776214,0.574,192503,0.248
2014,Tenkasi,37,SC,Tamil Nadu,Vasanthi.M,All India Anna Dravida Munnetra Kazhagam,1382081,1017938,0.737,161774,0.159
2014,Tezpur,9,GEN,Assam,Ram Prasad Sarmah,Bharatiya Janta Party,1259568,980688,0.779,86020,0.088
2014,Thane,25,GEN,Maharashtra,Vichare Rajan Baburao,Shiv Sena,2073442,1054189,0.508,281299,0.267
2014,Thanjavur,30,GEN,Tamil Nadu,Parasuraman.K,All India Anna Dravida Munnetra Kazhagam,1340050,1012258,0.755,144119,0.142
2014,Theni,33,GEN,Tamil Nadu,"Parthipan, R.",All India Anna Dravida Munnetra Kazhagam,1441302,1075583,0.746,314532,0.292
2014,Thiruvallur,1,SC,Tamil Nadu,Venugopal.P.(DR),All India Anna Dravida Munnetra Kazhagam,1702833,1254440,0.737,323430,0.258
2014,Thiruvananthapuram,20,GEN,Kerala,Dr. Shashi Tharoor,Indian National Congress,1272748,873439,0.686,15470,0.018
2014,Thoothukkudi,36,GEN,Tamil Nadu,Jeyasingh Thiyagaraj Natterjee.J,All India Anna Dravida Munnetra Kazhagam,1310597,916778,0.7,124002,0.135
2014,Thrissur,10,GEN,Kerala,C. N. Jayadevan,Communist Party Of India,1275288,920505,0.722,38227,0.042
2014,Tikamgarh,6,SC,Madhya Pradesh [2000 Onwards],Dr. Virendra Kumar,Bharatiya Janta Party,1529003,766321,0.501,208731,0.272
2014,Tiruchirappalli,24,GEN,Tamil Nadu,Kumar.P,All India Anna Dravida Munnetra Kazhagam,1387140,988250,0.712,150476,0.152
2014,Tirunelveli,38,GEN,Tamil Nadu,Prabakaran.K.R.P,All India Anna Dravida Munnetra Kazhagam,1420435,962330,0.678,126099,0.131
2014,Tirupati,40,SC,Andhra Pradesh [2014 Onwards],Varaprasad Rao Velagapalli,Yuvajana Sramika Rythu Congress Party,1574544,1213064,0.77,37425,0.031
2014,Tiruppur,18,GEN,Tamil Nadu,V.Sathyabama,All India Anna Dravida Munnetra Kazhagam,1375589,1050190,0.763,179315,0.171
2014,Tiruvannamalai,11,GEN,Tamil Nadu,Vanaroja R,All India Anna Dravida Munnetra Kazhagam,1352966,1067447,0.789,168606,0.158
2014,Tonk-Sawai Madhopur,12,GEN,Rajasthan,Sukhbir Singh Jaunapuria,Bharatiya Janta Party,1710775,1043040,0.61,135311,0.13
2014,Tripura East,2,ST,Tripura,Jitendra Choudhury,Communist Party Of India (MARXIST),1140269,951110,0.834,484358,0.509
2014,Tripura West,1,GEN,Tripura,Sankar Prasad Datta,Communist Party Of India (MARXIST),1248550,1072749,0.859,503486,0.469
2014,Tumkur,19,GEN,Karnataka,Muddahanumegowda.S.P.,Indian National Congress,1518518,1101484,0.725,74041,0.067
2014,Tura,2,ST,Meghalaya,Purno Agitok Sangma,National People's Party,586501,458071,0.781,39716,0.087
2014,Udaipur,19,ST,Rajasthan,Arjunlal Meena,Bharatiya Janta Party,1817940,1193202,0.656,236762,0.198
2014,Udhampur,5,GEN,Jammu & Kashmir,Dr. Jitendra Singh,Bharatiya Janta Party,1490244,1041758,0.699,60976,0.059
2014,Udupi Chikmagalur,15,GEN,Karnataka,Shobha Karandlaje,Bharatiya Janta Party,1387295,1034108,0.745,181643,0.176
2014,Ujiarpur,22,GEN,Bihar [2000 Onwards],Nityanand Rai,Bharatiya Janta Party,1428445,858920,0.601,60469,0.07
2014,Ujjain,22,SC,Madhya Pradesh [2000 Onwards],Prof. Chintamani Malviya,Bharatiya Janta Party,1525481,1016405,0.666,309663,0.305
2014,Uluberia,26,GEN,West Bengal,Sultan Ahmed,All India Trinamool Congress,1448632,1186027,0.819,201222,0.17
2014,Unnao,33,GEN,Uttar Pradesh [2000 Onwards],Swami Sachchidanand Hari Sakshi,Bharatiya Janta Party,2164392,1201603,0.555,310173,0.258
2014,Uttara Kannada,12,GEN,Karnataka,Anantkumar Hegde,Bharatiya Janta Party,1450599,1001038,0.69,140700,0.141
2014,Vadakara,3,GEN,Kerala,Mullappally Ramachandran,Indian National Congress,1182504,959342,0.811,3306,0.003
2014,Vadodara,20,GEN,Gujarat,Narendra Modi,Bharatiya Janta Party,1638321,1161577,0.709,570128,0.491
2014,Vaishali,16,GEN,Bihar [2000 Onwards],Rama Kishore Singh,Lok Jan Shakti Party,1587202,925937,0.583,99267,0.107
2014,Valmiki Nagar,1,GEN,Bihar [2000 Onwards],Satish Chandra Dubey,Bharatiya Janta Party,1456576,900114,0.618,117793,0.131
2014,Valsad,26,ST,Gujarat,Dr. K.C.Patel,Bharatiya Janta Party,1512061,1122203,0.742,208004,0.185
2014,Varanasi,77,GEN,Uttar Pradesh [2000 Onwards],Narendra Modi,Bharatiya Janta Party,1767486,1030685,0.583,371784,0.361
2014,Vellore,8,GEN,Tamil Nadu,"Senguttuvan, B.",All India Anna Dravida Munnetra Kazhagam,1312251,974770,0.743,59393,0.061
2014,Vidisha,18,GEN,Madhya Pradesh [2000 Onwards],Sushma Swaraj,Bharatiya Janta Party,1634370,1073473,0.657,410698,0.383
2014,Vijayawada,29,GEN,Andhra Pradesh [2014 Onwards],Kesineni Srinivas,Telugu Desam,1564513,1195075,0.764,74862,0.063
2014,Viluppuram,13,SC,Tamil Nadu,Rajendran S,All India Anna Dravida Munnetra Kazhagam,1387007,1067641,0.77,193367,0.181
2014,Virudhunagar,34,GEN,Tamil Nadu,Radhakrishnan T,All India Anna Dravida Munnetra Kazhagam,1350495,1010930,0.749,145551,0.144
2014,Visakhapatnam,21,GEN,Andhra Pradesh [2014 Onwards],Kambhampati Hari Babu,Bharatiya Janta Party,1723037,1163558,0.675,90488,0.078
2014,Vizianagaram,20,GEN,Andhra Pradesh [2014 Onwards],Ashok Gajapathi Raju Pusapati,Telugu Desam,1404127,1120316,0.798,106911,0.095
2014,Warangal,15,SC,Telangana,Kadiyam Srihari,Telangana Rashtra Samithi,1537781,1174631,0.764,392574,0.334
2014,Wardha,8,GEN,Maharashtra,Ramdas Chandrabhanji Tadas,Bharatiya Janta Party,1564553,1013445,0.648,215783,0.213
2014,Wayanad,4,GEN,Kerala,M I Shanavas,Indian National Congress,1249420,915006,0.732,20870,0.023
2014,West Delhi,6,GEN,Delhi [1977 Onwards],Parvesh Sahib Singh Verma,Bharatiya Janta Party,2039410,1347971,0.661,268586,0.199
2014,Yavatmal-Washim,14,GEN,Maharashtra,Gawali Bhavana Pundlikrao,Shiv Sena,1743498,1032949,0.593,93816,0.091
2014,Zahirabad,5,GEN,Telangana,B.B. Patil,Telangana Rashtra Samithi,1445246,1094806,0.758,144631,0.132
2019,Adilabad,1,ST,Telangana,Soyam Bapu Rao,Bharatiya Janta Party,1382837,1063730,0.779,58560,0.055
2019,Agra,18,SC,Uttar Pradesh [2000 Onwards],Satyapal Singh Baghel,Bharatiya Janta Party,1866262,1145323,0.617,211546,0.185
2019,Ahmadnagar,37,GEN,Maharashtra,Dr. Sujay Radhakrishna Vikhepatil,Bharatiya Janta Party,1793677,1203797,0.673,281474,0.234
2019,Ahmedabad East,7,GEN,Gujarat,Patel Hasmukhbhai Somabhai,Bharatiya Janta Party,1713598,1116367,0.657,434330,0.389
2019,Ahmedabad West,8,SC,Gujarat,Dr. Kirit P. Solanki,Bharatiya Janta Party,1580673,997024,0.64,321546,0.323
2019,Ajmer,13,GEN,Rajasthan,Bhagirath Chaudhary,Bharatiya Janta Party,1844532,1262214,0.69,416424,0.33
2019,Akbarpur,44,GEN,Uttar Pradesh [2000 Onwards],Devendra Singh 'bhole',Bharatiya Janta Party,1714490,1025314,0.603,275142,0.268
2019,Akola,6,GEN,Maharashtra,Dhotre Sanjay Shamrao,Bharatiya Janta Party,1757645,1119440,0.642,275596,0.246
2019,Alappuzha,15,GEN,Kerala,Adv. A M Ariff,Communist Party Of India (Marxist),1298061,1088728,0.843,10474,0.01
2019,Alathur,9,SC,Kerala,Ramya Haridas,Indian National Congress,1219063,1018743,0.842,158968,0.156
2019,Aligarh,15,GEN,Uttar Pradesh [2000 Onwards],Satish Kumar Gautam,Bharatiya Janta Party,1847005,1163184,0.633,229261,0.197
2019,Alipurduars,2,ST,West Bengal,John Barla,Bharatiya Janta Party,1527563,1380217,0.917,243989,0.177
2019,Allahabad,52,GEN,Uttar Pradesh [2000 Onwards],Rita Bahuguna Joshi,Bharatiya Janta Party,1679883,889056,0.534,184275,0.207
2019,Almora,3,SC,Uttarakhand,Ajay Tamta,Bharatiya Janta Party,1287611,694472,0.551,232986,0.335
2019,Alwar,8,GEN,Rajasthan,Balak Nath,Bharatiya Janta Party,2059180,1265674,0.617,329971,0.261
2019,Amalapuram,7,,Andhra Pradesh [2014 Onwards],Chinta Anuradha,Yuvajana Sramika Rythu Congress Party,1156280,1232895,1.081,39795,0.032
2019,Ambala,1,SC,Haryana,Rattan Lal Kataria,Bharatiya Janta Party,1757524,1316235,0.753,342345,0.26
2019,Ambedkar Nagar,55,GEN,Uttar Pradesh [2000 Onwards],Ritesh Pandey,Bahujan Samaj Party,1744287,1090152,0.632,95880,0.088
2019,Amethi,37,GEN,Uttar Pradesh [2000 Onwards],Smriti Irani,Bharatiya Janta Party,1703510,942453,0.556,55120,0.058
2019,Amravati,7,SC,Maharashtra,Navnit Ravi Rana,Independent,1752097,1112385,0.638,36951,0.033
2019,Amreli,14,GEN,Gujarat,Kachhadiya Naranbhai Bhikhabhai,Bharatiya Janta Party,1602346,909167,0.578,201431,0.222
2019,Amritsar,2,GEN,Punjab,Gurjeet Singh Aujla,Indian National Congress,1468972,859513,0.591,99626,0.116
2019,Amroha,9,GEN,Uttar Pradesh [2000 Onwards],Kunwar Danish Ali,Bahujan Samaj Party,1596897,1169182,0.736,63248,0.054
2019,Anakapalli,5,,Andhra Pradesh [2014 Onwards],Dr.Beesetti Venkata Satyavathi,Yuvajana Sramika Rythu Congress Party,1397335,1238491,0.911,89192,0.072
